brand,country,industry,website,products,description,mission,overall_score,environment_score,environment_products,environment_practices,environment_outputs,environment_inputs,certification
ten over studio,United States,architecture design & planning,tenoverstudio.com,"architectural, landscape and interior design services","ten over studio is an architecture, landscape, and interiors firm with offices in san luis obispo, california and bend, oregon. ten over is an innovative, experienced, and award-winning firm providing the highest levels of design and customer service.",to leave the world better than we found it.,82.5,23.8,unknown,6.1,0.7,1.5,b-corp
ten to one,United States,architecture design & planning,tenonearch.com,architectural design,"ten to one works in a wide array of project types, scales and budgets, ranging from furniture to apartments, homes, schools, mixed-use developments, urban design to sustainability research and modeling, from high end residential to urban revitalization.","ten to one invests a minimum of 10% of our resources to civic engagement projects, sustainable urbanism, and pro bono or at cost fee projects, and by 2018 ten to one is working to expand the firm to be 51% women and minority owned.",87.8,14.2,unknown,6.8,0.0,3.1,b-corp
tenfold health,United States,hospital,www.tenfoldhealth.com,unknown,we design and implement bold new payer and care delivery models that dramatically improve health and lower costs.,we exist to accelerate and inspire health across communities.,80.3,6.4,unknown,6.4,2.5,0.7,b-corp
tentree international,Canada,apparel,www.tentree.com,general apparel.,tentree is an environmentally progressive brand that plants ten trees for every item sold. we aim to be the most environmentally conscious brand on the planet by offering a sustainable product and also making a positive impact through tree planting.,"at tentree, we're focused on more than just planting trees. we want to help change lives. not only does reforestation revitalize dry arid soil and provide a substantial oxygen supply, but it directly benefits locals living in the area.",94.2,21.2,unknown,7.0,0.8,2.5,b-corp
terolab surface gmbh,Germany,other manufacturing,www.terolabsurface.com/en,coating services,unknown,unknown,80.1,23.7,unknown,23.4,5.6,8.3,b-corp
"terra education, inc.",United States,other personal services,terraeducation.com,educational travel programs,unknown,unknown,90.6,8.2,unknown,8.2,0.7,1.2,b-corp
"terra genesis international, llc",United States,architecture design & planning,www.terra-genesis.com,environmental consulting firm working developmentally with our clients.,terra genesis international is a permaculture design and regenerative business consulting firm. we work with landowners and natural products companies to design regenerative agricultural systems around the world.,"i am leaving this unanswered for now, and we will revisit during the review process.",81.9,38.8,unknown,14.0,2.5,3.5,b-corp
terracarbon,United States,environmental consulting (isic 749),terracarbon.com,forest carbon offset consulting,"terracarbon is an advisory firm that works with non-profit, for-profit, and government organizations to develop and support initiatives that value the ecosystem services provided by forests.",terracarbon’s mission is help for-profit and non-profit organizations access markets and payments for ecosystem services to undertake forest restoration and protection activities.,90.3,39.0,unknown,9.0,2.5,1.0,b-corp
terrapin bright green llc,United States,environmental consulting,www.terrapinbg.com,"environmental strategy, biophilic design, bioinspired innovation, phoebe",unknown,to create a healthier world.,90.3,4.3,unknown,4.3,0.0,1.0,b-corp
terrasos sas,Colombia,environmental consulting,terrasos.co,unknown,unknown,unknown,81.0,6.0,unknown,5.4,2.5,1.4,b-corp
teterum sl,Spain,beverages,www.teterum.es,"tea, infusions and related accessories",teterum offer new entusiasts as well as affictionates of tea a quality product enbeded in a resposible product. this is done by providing tea in “profiled packaging” and innovative formats to incentive tea dringking in country where coffee is king.,"to become the teavana of europe, putting tea on every table of every home and every companies kitchen as a healthy beverage that improve wellbeing, support a healty lifestyle. but with a “and more”: doing it having our social impact in our customers minds",91.7,6.0,0.0,6.0,0.4,2.9,b-corp
textbooks for change,Canada,books or other media,textbooksforchange.ca,university & college textbooks,textbooks for change provides affordable access to educational material to students both locally and across the globe. additionally 50% of net proceeds are either distributed to non-profits or to micro-finance loans for entrepreneurs across the globe.,textbooks for change provides affordable and accessible educational material to students both locally and across the globe.,120.2,25.5,unknown,10.7,0.8,1.3,b-corp
"tgw studio (this good world network, llc)",United States,advertising & market research,tgwstudio.com,thisgoodworld.com and ads.thisgoodworld.com,tgw is a full-service social impact marketing and creative studio that partners with forward-thinking businesses to tell their stories. we are the creators of thisgoodworld.com and good ads.,tgw is a team of nice people doing things to make a damn difference. tgw is at its best when working with similarly nice people with similarly impactful ideas.,84.0,9.7,unknown,9.7,1.1,3.5,b-corp
thanksgiving coffee co.,United States,agricultural processing,www.thanksgivingcoffee.com,artisan coffee roaster,"we are committed to purchasing organic, shade grown and fair trade certified coffees from small-scale farmer cooperatives around the world and to empowering these farmers and their communities through direct trading relationships, knowledge and resources.","we help people make better choices, by simplifying coffee to what really matters; roasting color, origin; and building committed and lasting relationships with our grower coops and our community.",108.0,24.1,15.4,6.5,4.0,1.5,b-corp
the 3d printer experience benefit corp.,United States,"other professional, scientific & tech",The3DPrinterExperience.com,platform for social enterprises; 3d printing,"maximize sustainability, scalability and impact as the premiere community-platform for social enterprises.",the 3d printer experience exists to enlighten and prepare the public for technology’s accelerating rate of change. we believe that the widespread adoption of 3d printing will democratize manufacturing and offer everyone an opportunity to contribute to our,107.0,11.6,3.6,8.0,1.5,1.0,b-corp
the alchemist,United States,beverages,www.alchemistbeer.com,"hand craft, package and deliver fresh, unfiltered beer.","we focus on producing the highest quality beer possible. our specialty is ipa and our flagship beer is heady topper. our beer is distributed locally, within 30 miles, and sold at our visitor's center in stowe, vt.",to produce the beer possible while creating quality jobs and new opportunities in our community.,87.8,35.0,unknown,16.3,1.5,9.2,b-corp
the alinker inventions ltd,Canada,sports goods,www.thealinker.com,"alinker is a three-wheeled walking bike, we design, manufacture and distribute","the alinker is the coolest walking-bike designed for people to stay active and engaged. stay active, add variety to workouts, increase walking distance and fun!","we challenge assumptions about disabilities and build an inclusive community, changing one life at the time.",94.5,2.6,unknown,2.3,0.0,1.3,b-corp
the appeal company bv,Netherlands,management  consultant - for-profits,www.br-nd.com,"corporate & employer branding, positioning, portfolio & architecture, identity.",br-nd is an amsterdam based consultancy specialized in brand and organization development.,we connect people meaningfully with the purpose to stimulate positive behavior.,86.4,8.3,unknown,7.4,2.5,2.9,b-corp
the arnold development group,United States,building: real estate development,Unknown,"we develop, lease and sell mixed-use, urban real estate.",unknown,unknown,119.6,67.4,0.0,67.4,2.5,1.7,b-corp
the australian educational travel company,Australia,educational support,www.educationaltravelcompany.com.au,group travel services,"we provide socially responsible, educational group travel services.","to make the world a better place and to convince others of the power that lies within them to do the same,by introducing our travellers to concepts, organisations and people who we think are shining examples of how we can all be the change we want to see.",82.4,3.6,unknown,3.6,1.3,2.4,b-corp
the big issue group,United Kingdom,paper & paper products,www.bigissue.com,magazine and social investment,"tbig produces and sells a street paper supporting a network of 1500 vendors across the uk, it has a shop as a social trading platform, big issue invest advises/manages £150m of social investment in the uk.","dismantle poverty by creating opportunity, through self-help, social trading and business solutions.",137.0,7.1,unknown,6.6,0.8,1.5,b-corp
the black sheep agency,United States,other personal services,www.theblacksheepagency.com,a cause driven creative brand strategy agency,"the black sheep agency’s core mission is to work with organizations focused on impact— social enterprises, nonprofits, civic organizations and companies who celebrate social responsibility as central to their purpose and brand story",to shock. to awe. to be the agency that changes minds and accelerates impact.,88.5,5.7,unknown,5.1,1.1,1.0,b-corp
the builders fund,United States,equity investing - developed markets,www.thebuildersfund.com,financial services,"private equity platform investing in purpose-driven companies around themes of sustainable food&ag, health/wellness, environment/resource efficiency.","our vision is to help solve environmental and social problems through the

profitable deployment of capital into conscious businesses",128.8,16.1,unknown,16.1,3.3,4.8,b-corp
the bulb,United Kingdom,other recreation,www.bethebulb.com,event management agency,the bulb is a creative agency specialising in the production of sustainable events looking at both social and environmental impacts.,the bulb is a creative live events agency that specialises in producing events sustainably. we work with clients to use events as platforms for positive change.,80.7,11.0,unknown,9.0,3.0,0.0,b-corp
the caprock group,United States,finance,thecaprockgroup.com,financial services - multi family office,"the caprock group is based on a traditional family office armature, but with a deep and growing experience in impact investing... with a clear emphasis on portfolio construction.","as an investment firm, we have surprisingly limited ability to embed a wide-reaching social or environmental mission into our company... and so we do so via capital deployment to companies that can. we are a proud, founding b-corp.",115.2,4.4,unknown,3.9,0.0,1.3,b-corp
"the change creation, inc.",United States,"other professional, scientific & tech",www.thechangecreation.com/,branding services,a brand strategy and design firm,"our mission as brand designers is to create market value for the good-for-the-world actions of our clients. we only work with entities whose growth makes the world more sustainable, more equitable, more true and just, and less predictably corporate.",81.8,8.3,unknown,7.5,2.5,3.0,b-corp
the church palace,Italy,accommodation,www.thechurchresort.com/thechurchpalace/en,"hotel, accommodations and restaurants","the church palace is 4 star superior hotel housed in a historical, renaissance-inspired building. the hotel has been completely renovated to better satisfy its guests’ needs and is distinguished by its elegant lines and refined atmosphere.",unknown,80.2,10.0,unknown,9.3,0.8,2.4,b-corp
the cleaver co.,United States,event catering & related,cleaverco.com,event planning and catering; full service restaurant; park concession/kiosks,"the cleaver co. is a full-service event planning/catering operation with a large roster of private, non-profit and corporate clients. the green table is our farm-to-table restaurant. from april to oct., we operate two food/beverage kiosks at the battery.","our mission is to source, prepare and serve healthy, beautiful and delicious food while supporting the practice and principles of sustainable agriculture and cuisine.  we are committed to supporting a strong, regional farm and food economy.",95.9,24.2,unknown,20.3,3.3,6.7,b-corp
the dandavati group,United States,management  consultant - for-profits,www.dandavatigroup.com,"strategic planning, leadership development, organizational development","our foundational service offerings – vision and strategic planning, organizational effectiveness and leadership development – are designed to assist organizations in creating replicable and scalable success. we work with all stakeholders - add more? how??",the dandavati group’s mission is to support organizations in clarifying and achieving their highest vision strategically and sustainably.,102.0,12.6,unknown,12.6,2.5,2.1,b-corp
the delphi group,Canada,environmental consulting (isic 749),www.delphi.ca,management consulting & supporting software products,"the delphi group is a strategic consultancy that has helped its clients and partners over the past 25 years integrate environmental, social and financial issues into their organizational culture in a manner that generates multiple benefits.",we help our clients make better and more informed decisions on managing environmental risks such as climate change and develop and effectively deploy environmentally responsible business strategies that are financially viable/enhance long-term performanc,81.9,15.4,unknown,8.0,1.5,3.7,b-corp
the gfb,United States,food products,www.theglutenfreebar.com,"gluten-free, high protein snacks.","we’re two brothers who get along well witheach other, but not with gluten. we’re doing everything possible to make the best gluten-free protein snacks around. we don’t compromise on ingredients, taste, or nutrition.","our mission is simple: to be the world's best gluten-free protein snack company. we do that through a relentless focus on creating great taste with simple, wholesome ingredients while building a sustainable business that positively impacts our employees,",82.1,25.5,unknown,12.7,1.5,3.8,b-corp
the good,United States,other info service activities,thegood.com,"conversion rate optimization & consulting, data-backed site redesigns","we grow online sales, leads & conversions through conversion optimization – converting your visitors into buyers.",remove all the bad online experiences until only the good remain.,88.3,8.1,unknown,8.1,1.1,1.0,b-corp
"the green engineer, inc.",United States,engineering (isic 71),www.greenengineer.com,sustainable design consulting,"the green engineer, inc. is a sustainable design consulting firm based in concord ma. we are expert in cost-effective, high-performance design of buildings. we work with architects, builders, and owners to create great green buildings.","it is the green engineer inc’s purpose to identify and serve the long term-interests of our clients and the planet, in alignment.",141.6,43.7,unknown,6.8,1.0,1.2,b-corp
the heritage bee co.,Canada,other personal services,www.heritagebee.com,"hive hosting, raw honey, seed bombs, hive shares/csa","we make beekeeping a possibility through our hive hosting solutions.  we practice organic management of our bees, using no synthetic chemicals and/or antibiotics for pest and disease management.",unknown,89.5,30.6,unknown,9.3,1.5,1.8,b-corp
the house,United Kingdom,management  consultant - for-profits,www.thehouse.co.uk,"purpose-driven business, culture and brand consultancy","we help ceos and business leaders create purpose-led visions, sustainable strategies and values-led cultures, brought to life through creative storytelling.",we are here to help business and brand become a force for good.,81.7,5.0,unknown,4.5,1.1,1.0,b-corp
the hub kings cross ltd,United Kingdom,membership organizations,kingscross.impacthub.net,unknown,unknown,unknown,88.6,10.9,unknown,9.8,2.7,2.6,b-corp
the image shoppe,United States,advertising & market research,www.theimageshoppe.com,"brand marketing, strategy","the image shoppe is a brand marketing firm for spirited organizations who have compelling stories to tell. our culture inspires growth and support, a process that works, and a level of quality that embraces the triple bottom line.","the image shoppe's mission is to be the go-to resource for spirited organizations who have compelling stories to tell. our culture inspires growth and support of our team, a process that works, and a level of quality that embraces the triple bottom line.",86.0,14.2,0.0,14.2,0.7,3.5,b-corp
the joinery,United States,not in use,Unknown,handmade furniture,furniture for life: the joinery designs and handcrafts beautiful hardwood furniture for residential and commercial spaces. using traditional woodworking techniques and hardwoods from sustainable forest resources in our shop located in portland or.,to create handcrafted furniture that is here for good.,91.4,32.9,unknown,27.2,6.1,10.1,b-corp
the key - prosperar na nova economia,Brazil,other education,www.thekey.com.br,unknown,"ajudamos grandes empresas a positivar seu impacto socioambiental, elaborando projetos e programas sob medida nas áreas de gestão sustentável, investimento socioambiental, relacionamento comunitário e eficiência energética, da concepção à implantação.","ajudar organizações a migrar para a nova economia com eficiência e

geração de valor compartilhado aos acionistas, sociedade, parceiros e meio ambiente.",86.9,4.8,unknown,4.5,2.5,1.1,b-corp
the manipedi,Portugal,hairdressing & other beauty services,www.themanipedi.pt/en,"regular and spa manicures & pedicures, massages, waxing, threading, tinting","the manipedi is a professional nail spas' company, we empower and employ women with chronic barriers to employment. we care about health and beauty, using only the best safest products. to relax or socialize with friends, our salons are the place to be!","strengthen women's trust in themselves and each other, generating learning opportunities and jobs, and creating privileged relax/inspiration spaces where they can focus on themselves and strenghten relationships with the other special women in their lives",102.9,24.3,unknown,21.0,5.1,7.9,b-corp
the national society of leadership and success,United States,education & training services,www.societyleadership.org,national student honor society,unknown,unknown,81.3,6.0,unknown,6.0,1.0,1.0,b-corp
the new media group,Mongolia,software publishing (isic 582),thenewmediagroup.co,help to empower human-centered business,"the new media group is a social enterprise, leading the way for mongolia and across asia as a founding certified b corporation in the region. the new media group focuses on e-commerce, design, marketing, and technology.",empower human-centered business,84.1,5.2,0.0,4.8,0.4,0.8,b-corp
the one brand,United Kingdom,beverages,onedifference.org,"the philanthropic consumer brand, best known for one water",bottled water company which donates 100% of profits to fund clean water projects,to work towards the eradication of lack of access to clean water in developing countries,104.8,20.0,0.0,20.0,3.9,8.6,b-corp
the paradigm project,United States,environmental consulting (isic 749),www.theparadigmproject.org,projects serving bop,utah l3c,unknown,129.9,20.3,unknown,5.5,2.3,0.0,b-corp
the playmakers,Netherlands,"other professional, scientific & tech",theplaymakers.nl,we create work cultures that allow people to be the very best they can be.,"the playmakers what are they? consultants? trainers? advisors? they are not any of these, but a little bit of all of them - and they are proud of it. through their integral approach they make sure that employees can make full use of their talents.","the playmakers want for every employee to feel meaningful within the organisation, so that they can fulfil their full potential.",82.8,7.2,unknown,7.2,3.3,1.0,b-corp
the raw office,Canada,other/general wholesale trade,www.rawoffice.com,eco forward office stuff,"the raw office is an online reseller of more than 5,000 dark green eco-forward office supplies for clients across north america. t","the raw office helps companies exceed their sustainability goals, save money, and publicize their bonafide eco achievements.",106.7,35.0,unknown,21.5,5.9,9.4,b-corp
the reader,United States,"publishing- newspapers, etc (isic 5813)",www.reader.us,local advertising and marketing,"founded in 2001, the reader magazine is the only news publication in america -- and

within the $140 billion u.s. local advertising marketplace -- that helps advertisers to

influence local audiences through positive social and economic impact.","to dramatically, permanently improve us society by creating a new nationwide information source, which delivers quality information in tangible form to every single american at no cost, a first in american history.",100.8,6.4,unknown,6.4,1.5,1.3,b-corp
the redwoods group,United States,non-life insurance,redwoodsgroup.com,insurance services,the redwoods group is a social enterprise using insuring and risk management solutions to make the world better.,unknown,96.9,3.8,unknown,3.8,0.0,1.0,b-corp
the refill shoppe,United States,personal care products,www.therefillshoppe.com,"bath, body, home & clean","the refill shoppe is an eco-conscious store challenging the standards of consumerism by offering quality bath, body, home and cleaning liquids in bulk.","we believe in love, gratitude and doing the right thing.

we share with you what we like to use. making everyday necessities extra special, just like you!

we do what we do because hot bubble baths, clean people, lovely smells, smiles on faces and a littl",81.0,27.4,unknown,17.5,3.1,9.9,b-corp
the restorative leadership institute,United States,mgmt consultant- nonprofits (isic 702),restorative-leadership.org,"executive coaching, strategic consulting, professional development",unknown,unknown,132.1,14.9,unknown,13.0,2.5,2.5,b-corp
the revelry group,United States,advertising & market research,www.revelryagency.com,marketing communications,"to food, beverage, and hospitality brands and companies who are looking for a results-driven marketing partner, revelry is the integrated communications agency that cultivates valuable and lasting relationships between brands and people.","to be an agency of positive change and an instrument of good for our clients, community, team members, and family",85.8,9.0,unknown,9.0,0.7,0.7,b-corp
the road less traveled,United States,not in use,www.theroadlesstraveled.com,teen summer travel trips - community service and adventure learning,the road less traveled is an american camping association accredited program for families and students ages 12-19.,"rlt is a true partnership with the world. we offer an opportunity for young people to engage in a service of presence and active listening encouraging and cultivating leadership, excellence, openness and sensitivity, initiative, communal participation.",123.9,9.5,unknown,8.4,0.7,1.8,b-corp
the school of life australia,Australia,other education,www.theschooloflife.com.au,"bookshop, cafe and practical philsophy classes","the school of life australia is devoted to developing emotional intelligence through the help of culture. we do this through a program of classes and events, a curated bookshop and learning and development partnerships with other businesses.",we are dedicated to developing emotional intelligence through culture.,80.1,12.0,unknown,12.0,0.7,3.6,b-corp
the scott farm,United States,growing perennial crops,scottfarmvermont.com,"heirloom apples, pyo orchards, farm market, wedding, workshops, & event venue","the 300 year-old 570 acre scott farm includes a 40 acre heirloom apple orchard, 23 buildings all listed on the national register of historic places, ponds, and lease contracts with the stone trust, new leaf csa and two maple sugar operators.",unknown,88.4,28.7,unknown,28.3,2.2,9.4,b-corp
"the scott petinga group, gbc",United States,management  consultant - for-profits,www.thescottpetingagroup.com,"marketing services, business accelerator, consumer products",an amalgamation of the world’s most brilliant analytical and marketing minds.,"deliver unparalleled results through diligent, daring and deft use of marketing strategies, channels and tools, while literally positively impacting the world around us.",92.3,3.9,0.0,3.7,0.7,1.0,b-corp
the social change agency,United Kingdom,other business support,www.thesocialchangeagency.org,"consultancy, training and innovation","we help people, movements and causes to scale. we run consultancy, training, coaching and innovation around social change, tech, policy, movement building, community organising and networks.",to build movements to change the world.,85.8,2.8,unknown,2.1,0.0,0.0,b-corp
the social deck,Australia,"other professional, scientific & tech",www.thesocialdeck.com,consulting on communications & behaviour change.,"the social deck helps organisations to collaborate, innovate and engage people in actions that have a positive impact on society and the environment.","our mission is to help engage more people in ideas, activities and causes that make a positive difference to communities, the environment and individuals.",90.2,9.2,0.0,9.2,2.5,1.3,b-corp
the social investment consultancy,United Kingdom,not in use,www.tsiconsultancy.com,consultancy,unknown,unknown,87.2,4.6,unknown,4.2,1.1,0.5,b-corp
"the soulfull project, pbc",United States,food products,www.soulfullproject.com,food,"the soulfull project is a mission driven company with two goals- to make wholesome, delicious food available to everyone and to give everyone a chance to have a positive impact on their community.",to deliver nourishing and wholesome food to all americans and to increase individual engagement amongst underserved populations.,113.2,16.5,unknown,7.6,1.5,2.9,b-corp
the sox box,United States,apparel,www.thesoxbox.com,socks and fitness apparel,we sell athletic socks that have fun sayings.  we are committed to social responsibility within our company within our commitment to give back 20% of proceeds to designated non-profits.  our flagship partner is the independence fund.,making great socks for great causes,118.3,11.4,0.0,11.4,1.5,4.3,b-corp
the space agency,Australia,"other professional, scientific & tech",www.thespaceagency.com,precinct activation & transition,the space agency is a strategic property consultancy that specialises in precinct and place activation.,we exist to create destinations and experiences that positively contribute to the growth and success of cities and regions.,84.5,10.0,unknown,9.5,1.1,3.0,b-corp
the sponge,Australia,not in use,www.TheSponge.com.au,"branding, rebranding & brand refreshes, marketing & brand strategy",help good businesses clean up with story rich branding.,help truly good businesses do more good.,89.4,16.6,unknown,12.8,2.5,4.3,b-corp
the tan2000 international regulatory corporation,United States,securities brokerage,www.tanrc.org,self-regulated entity,self-regulatory organization for the early stage entrepreneurship ecosystem.,"we believe that entrepreneurship is a right, not a privilege, and access to the knowledge and resources for entrepreneurship should be available to all.",100.3,7.1,0.0,5.8,2.5,0.0,b-corp
the tea spot pbc,United States,beverages,theteaspot.com/,whole leaf teas and steepware®,the tea spot is a for-profit philanthropic business that makes whole leaf tea effortless and accessible for everyday.  the company incorporates a culture of giving as it grows: 10% of sales are donated in-kind to cancer & community wellness programs.,"our vision for a sustainable and philanthropic business has a singular mission—to foster health & wellness through whole leaf tea, so you can live an inspired and healthy life.",115.6,16.6,unknown,9.6,0.8,4.3,b-corp
the trust partnership,United Kingdom,other business support,www.TheTrustPartnership.com,philanthropy and grant administration,"we provide services to grant making charities (foundations) and philanthropic companies seeking to improve the way the give money away, increase their impact and reduce their administration costs.","to manage ourselves and the affairs of our clients in a sustainable manner that creates value for all, and improves the impact and increases the volume of funds flowing into the charitable and social sectors.",95.7,9.6,0.0,9.6,0.7,1.6,b-corp
the tyf group,United Kingdom,other sports,www.tyf.com,"sustainability consulting, eduction, adventure & ethical outdoor retail","tyf work in the space between corporates, smes, business, community groups and education to connect the actions that leaders and teams take with the risks and opportunities that will come their way as environment, demographics and resources change.","we inspire others to lead long adventurous lives, helping them fall so in love with wild nature that they become her guardian for ever.",82.7,13.4,0.0,12.5,1.5,2.8,b-corp
the vegan broker inc.,Canada,food products,www.theveganbroker.com,exclusively vegan brand management and food production,exclusively vegan brand managment and organic food production,"our vision at the vegan broker is to make a difference in the retail market by supporting exclusively vegan manufacturers who are dedicated to producing cruelty-free and ethically sourced products. we are on a mission to inspire, educate and reinvent and",124.1,39.8,unknown,25.4,1.6,8.3,b-corp
the wave (hk) corporation limited,Hong Kong,real estate - leased property,www.thewave.com.hk,coworking space & event space,"the wave is the newest 24/7 integrated business platform, which has pop-up stores, f&b floors, co-working spaces and event areas all under one roof.",our mission is to help the next wave of passionate entrepreneurs and smes to realize their dreams and grow their businesses beyond limits.,82.1,7.7,unknown,6.8,0.7,1.4,b-corp
the work playground,United Kingdom,management consultant - for-profits,theworkplayground.com,"purposeful leadership development,coaching,team journeys,leadership consultancy","we design and deliver creative, playful and meaningful leadership development within organisations and communities","the work playground exists to grow purposeful organisations, leaders and communities who want to make a difference",81.0,4.0,unknown,4.0,0.0,0.7,b-corp
"the zen life center, inc.",United States,not in use,still working on the new site but currently under adventuremartialarts.com,"martial arts, life coaching, fitness, nutrition, education, consulting, motivati","we provide services in martial arts,fitness,life coaching, workshops, seminars, etc.","the zen life center provides services to enrich the lives of its members, the environment, and the community in general, through a wholistic approach to both human development and to business structure.",87.9,5.8,unknown,5.8,1.1,1.0,b-corp
the zen of slow cooking,United States,food products,www.thezenofslowcooking.com,unknown,"the zen of slow cooking is a social impact enterprise that creates and sells premium, non-irradiated, non-gmo spice blends and signature contemporary recipes for the slow cooker.","the soul of the zen of slow cooking lies in meg barnhart's and jane mckay's desire to help the home cook find a little more zen in the kitchen, while the heart lies in their dream of helping disabled adults find independence through slow cooking.",84.5,22.6,unknown,10.1,1.5,1.6,b-corp
"thedatabank, gbc. (general benefit corporation)",United States,computer programming services,www.thedatabank.com,technology for non-profits,"thedatabank, gbc. began in 1998 as a for-profit software company with a social mission. the company has a long history of pioneering web-based software for social sector organizations and being a leader in the emerging world of social enterprise.","thedatabank's mission is to create positive social change through technology. we do this by providing high performance, easy to use, affordable software and services to social and public sector organizations.",129.5,4.9,unknown,4.3,0.7,0.0,b-corp
thegreenoffice.com,United States,business services,thegreenoffice.com,"online retail, sustainability consulting, carbon offsetting, other green office","thegreenoffice.com is a one-stop online retailer featuring over 38,000 green and conventional office products and a comprehensive range of sustainability services designed to make office greening easy and cost effective.",our ultimate vision:  your values at work.  by that we mean an office environment run on green products and driven by green practice.  we invite you to join us and help speed the transition to sustainability in the workplace.,94.5,36.4,unknown,21.3,4.6,9.7,b-corp
therafit shoe,United States,apparel (isic  4771),www.therafitshoe.com,shoes,unknown,unknown,80.5,5.0,unknown,4.8,1.5,0.8,b-corp
thermaflex north west europe,Netherlands,rubber & plastics products,www.thermaflex.nl,"insulation and pre-insulated pipes, solutions and services","thermaflex, a leading manufacturer of special pipes and insulation products made from environmentally friendly polyolefines.headquarter in the netherlands, 5 production facilities, delivery to over more than 40 countries.","thermaflex is dedicated to inventing and producing quality products based on polyolefin technology.

we supply energy saving, environmental friendly and cost efficient solutions that are the reference for the market",120.6,65.7,unknown,31.8,8.3,10.7,b-corp
thestoryboxes pty ltd,Australia,arts & entertainment,thestoryboxes.com,"film, media, digital content, storytelling","thestoryboxes is a moving image studio built upon a dedicated collection of curious and ideas-led producers, cinematographers, editors, animators and directors.","we strive to connect, to inspire and to evoke change through moving image.",80.6,6.8,0.0,6.8,1.1,1.5,b-corp
think impact,Australia,management consultant - nonprofits,www.thinkimpact.com.au,social impact advisory,"think impact is an advisory firm that supports organisations to unlock social impact. our experience and expertise is applied across three service categories to support this: knowing, showing and growing social impact.","we move our economy towards valuing a new prosperity by working together with responsible organisations to know, show and grow their contributions to a just, equitable and healthy society",82.0,7.9,unknown,7.9,1.1,2.6,b-corp
thinkparallax,United States,advertising & market research (isic 73),www.thinkparallax.com,brand consultancy,"we are creative agency committed to building brands with purpose. we work at the intersection of business strategy, corporate responsibility, and communication. our values stem from the belief that profit and purpose are not mutually exclusive.",our mission is to drive positive impact in the world through innovative strategy and creative storytelling.,83.3,10.3,unknown,10.3,1.1,2.0,b-corp
thinkshift communications,United States,other info service activities (isic 639),thinkshiftcom.com,"brand stories, messaging, and pr for sustainable enterprises","communications strategy and planning messaging and content development websites, print publications and collateral print and web design media relations","thinkshift’s mission is to help sustainability-oriented businesses and nonprofits succeed by communicating about their work in ways that motivate action. ultimately, we aim to help create a more just, sustainable world by supporting enterprises dedicated",111.3,12.4,unknown,12.4,5.0,2.8,b-corp
"thinkshout, inc",United States,"other professional, scientific & tech",thinkshout.com,"website design, strategy, and open source technology",we build websites for nonprofits using open source code.,we build websites for nonprofits. we're uniquely successful in this because we write open source code that we give away to the community and build really robust tools that help nonprofits engage meaningfully with their constituents online.,101.4,13.4,unknown,13.4,1.3,4.1,b-corp
third sun solar,United States,building: contractors & builders,thirdsunsolar.com,solar installation services,"third sun provides turnkey development, finance, design and installation of solar power (pv) systems for residential, agricultural, commercial and institutional customers mainly in the midwest, but also across north america.",third sun solar's mission is to accelerate the shift to clean energy.,88.5,37.0,unknown,9.7,0.7,4.3,b-corp
thirst studios,Australia,web portals,thirststudios.com,"digital design, development and user experience consultacy","thirst studios is a leading user experience (ux), customer experience (cx) & service design agency, based in melbourne, australia.","thirst studios creates digital services to delight, challenge, and transform. thirst think responsibly, ethically and strive to create beautiful, useful experiences.",82.6,9.7,unknown,9.7,0.7,2.6,b-corp
this is l. inc.,United States,pharmaceutical products (isic 469),www.thisisl.com,condoms,l. international is a condom company with a cause; to support women globally by focusing on their sexual empowerment.,unknown,116.9,18.4,0.0,18.4,4.7,5.0,b-corp
thread,United States,textiles,threadinternational.com,recycled plastic and fabric,"to provide jobs to build struggling economies, clean the environment, and build a responsible, transparent supply chain for finished goods.",thread transforms trash in the poorest countries into dignified jobs and useful stuff people love.,92.5,30.7,unknown,14.0,2.3,3.9,b-corp
thread harvest,Australia,apparel,www.threadharvest.com.au,ethical fashion,thread harvest is a social enterprise online retailer. products on the thread harvest platform employ marginalised people and fund innovative projects all while having a positive impact on the environment.,to lead a revolutionary change for people and planet through ethical and sustainable fashion.,83.9,8.8,0.0,8.3,1.3,2.1,b-corp
thread publishing,Australia,other info service activities,threadpublishing.com,unknown,unknown,unknown,84.0,7.6,0.0,5.8,1.1,0.0,b-corp
three sista's,Australia,accommodation,www.threesistas.com.au,crisis and transitional accommodation,social enterprise committed to addressing the root causes of homelessness,"to contribute to the health and living standards, accommodation and employment opportunities for socially disadvantaged and indigenous people in the cairns and cape york regions",162.5,13.6,unknown,11.8,1.5,2.8,b-corp
threespot,United States,other info service activities,www.threespot.com,"content strategy and development, site analytics and optimization, visual design","we are threespot, an interactive agency founded on the belief that creative strategy and strategic creative can bring about meaningful change. we make websites, we craft solutions, and we change the way organizations think about themselves.","we believe: that our work should have a positive impact on the world around us. that the things we make will not last, so it’s the lasting effect of our work that really matters. and that what we do is every bit as important as who we do it for.",88.8,9.4,unknown,9.4,1.1,1.4,b-corp
